date,NORTHfield,BANCOR,PETRAX,SHOPwell,MEDIQ,GRIDCO
2022-06-22,148.3292,105.7694,140.7494,169.2435,145.7299,129.8875
2022-06-23,151.7896,105.7252,140.1346,169.4726,145.1478,129.1653
2022-06-24,151.8332,105.6428,141.5595,167.1749,144.0882,129.3777
2022-06-27,153.2485,103.5659,139.343,166.6924,140.2599,128.6701
2022-06-28,155.6652,102.051,135.4615,169.2706,141.6408,127.0766
2022-06-29,153.8135,102.4253,134.562,167.0446,143.7366,127.4394
2022-06-30,150.3994,102.143,130.1347,165.8107,144.1883,127.3685
2022-07-01,152.2403,104.4148,133.6474,167.3035,143.9105,128.7301
2022-07-04,150.3395,102.69,131.0667,161.7127,140.4407,127.8962
2022-07-05,149.5132,102.272,130.5476,157.1937,140.0754,127.5012
2022-07-06,149.4992,102.6271,125.8876,160.4763,139.4709,126.2658
2022-07-07,149.7807,101.4457,125.5061,161.343,137.2467,126.4156
2022-07-08,150.0998,101.8583,126.7344,162.8406,139.3737,127.5922
2022-07-11,151.0953,101.2925,127.3773,162.259,137.2023,127.2473
2022-07-12,149.4388,102.1531,127.2935,161.5683,138.368,127.2135
2022-07-13,149.0274,103.255,124.72,159.5982,137.9683,128.1116
2022-07-14,149.5683,102.2207,122.3633,162.7143,138.2201,127.2047
2022-07-15,148.7294,105.841,126.9477,160.5274,138.8118,129.4079
2022-07-18,148.2846,106.9502,131.4144,161.1105,140.1027,129.9857
2022-07-19,150.0145,108.8271,135.1584,160.9785,142.4009,130.5881
2022-07-20,153.4286,109.9397,139.4015,163.8186,143.7925,131.9265
2022-07-21,153.4422,111.6453,137.5756,165.4719,143.2935,133.3058
2022-07-22,150.0785,112.4563,136.2328,160.9798,143.7095,133.1117
2022-07-25,150.6751,113.9221,134.6071,160.0823,144.0378,134.131
2022-07-26,149.4165,112.851,135.5117,161.0916,146.028,133.6192
2022-07-27,144.7026,112.5726,135.6912,155.2792,145.0411,133.296
2022-07-28,145.3937,112.2206,135.9515,156.8053,142.4569,133.9283
2022-07-29,144.794,112.9581,134.4962,153.1945,143.9301,135.6008
2022-08-01,141.5068,110.9714,132.6508,148.576,143.559,133.6802
2022-08-02,140.654,111.0574,127.474,146.9391,145.8704,134.0659
2022-08-03,138.9608,111.8758,132.0588,148.9417,145.7351,133.9852
2022-08-04,138.3796,110.6629,131.335,146.3911,143.651,133.5267
2022-08-05,137.4658,110.2914,135.8897,146.8972,145.9152,134.1245
2022-08-08,138.5801,109.102,134.3584,146.658,144.8494,133.3926
2022-08-09,138.9257,108.9548,136.0529,146.5651,146.7791,133.5474
2022-08-10,137.9544,107.4912,133.1434,144.8665,147.6694,131.6502
2022-08-11,139.8407,107.7678,132.0016,143.5952,148.6241,130.1114
2022-08-12,139.0962,107.1956,131.1,143.9562,147.3313,129.863
2022-08-15,137.0435,106.8936,131.6864,142.1099,147.4747,129.7155
2022-08-16,136.5154,106.7527,131.0074,138.2882,144.5348,129.661
2022-08-17,133.0337,107.3017,126.9708,136.026,144.2659,128.8587
2022-08-18,135.0609,106.3021,129.1801,137.462,144.4624,129.6445
2022-08-19,136.0464,105.2819,132.221,139.8292,145.1048,129.7064
2022-08-22,138.4221,107.4398,135.66,140.076,146.6617,131.6636
2022-08-23,137.0396,105.9662,134.419,138.9984,146.4329,132.0221
2022-08-24,133.3864,105.4026,132.4033,136.5617,145.5858,132.3088
2022-08-25,134.393,105.5669,133.0668,137.4387,145.7498,133.71
2022-08-26,131.2564,103.5851,134.6474,136.245,145.8491,133.842
2022-08-29,128.0217,104.4213,131.2625,132.5638,146.5066,132.707
2022-08-30,128.9423,106.0668,131.0015,132.4987,148.1619,134.3357
2022-08-31,129.5603,104.6064,134.1916,133.8648,144.648,132.9398
2022-09-01,127.9024,103.5265,133.6162,131.4162,145.7279,133.3733
2022-09-02,128.0831,102.5379,133.1473,131.9138,147.3342,132.6682
2022-09-05,128.2729,101.6155,131.648,133.5805,149.6831,132.1461
2022-09-06,127.9076,100.8254,127.6248,133.3917,149.6551,132.1569
2022-09-07,128.0107,101.3788,128.3553,135.7294,150.8269,133.9257
2022-09-08,129.8137,102.091,126.601,137.6929,151.8396,136.1595
2022-09-09,131.0959,101.2445,124.8473,139.7315,151.4602,134.7371
2022-09-12,131.9718,101.9085,125.2491,141.9795,151.9332,136.9432
2022-09-13,130.2215,102.4928,127.1921,143.48,152.0991,136.8887
2022-09-14,133.1723,103.6083,127.4894,147.1588,155.9611,138.5604
2022-09-15,132.0226,104.3912,124.1485,147.6654,157.3246,138.5685
2022-09-16,132.5475,104.6619,123.3139,146.4227,156.7838,138.005
2022-09-19,135.1641,103.8127,127.7013,147.9284,156.3652,137.5319
2022-09-20,133.4666,101.5151,127.7541,146.0008,153.8358,135.0382
2022-09-21,132.5866,100.161,129.6638,141.9499,151.5476,133.4081
2022-09-22,133.4463,100.5809,129.88,142.3092,152.5421,132.9994
2022-09-23,134.3259,99.4856,130.815,141.777,154.2829,131.616
2022-09-26,133.6242,98.5984,132.257,138.8398,155.2688,131.6417
2022-09-27,134.6446,98.146,133.4714,142.5003,154.6872,131.8982
2022-09-28,134.2629,97.0657,130.8178,142.6336,153.9097,129.082
2022-09-29,135.2307,96.9553,133.2273,142.3153,158.2113,128.6048
2022-09-30,136.6075,96.21,133.7273,140.9915,160.261,128.4349
2022-10-03,139.2709,96.585,131.0837,140.9183,159.7484,129.7956
2022-10-04,144.2121,97.3084,133.8701,146.4939,159.7007,130.3921
2022-10-05,145.5031,97.8672,134.4393,145.6951,160.2515,131.361
2022-10-06,144.2607,97.7548,138.9984,146.28,161.7579,130.6462
2022-10-07,143.3312,97.3245,136.4234,143.2139,158.1321,129.8062
2022-10-10,144.912,98.1803,139.1246,146.2583,157.8489,129.8539
2022-10-11,144.5513,97.303,139.0958,144.6268,159.2675,128.7231
2022-10-12,145.6488,99.085,137.6172,144.6006,158.5152,128.4821
2022-10-13,146.1976,99.6718,136.4062,144.0352,159.0052,128.9871
2022-10-14,144.2334,101.5914,136.3566,143.5716,158.2521,129.3973
2022-10-17,142.6674,102.9441,132.2871,142.2797,158.9656,128.2852
2022-10-18,143.5668,104.4329,134.1181,143.3585,159.88,128.8462
2022-10-19,144.689,103.783,134.9098,143.3237,158.944,127.6163
2022-10-20,145.9933,103.4377,137.7349,144.2185,159.4864,126.7772
2022-10-21,144.234,103.7009,137.0993,143.3296,160.3092,127.2497
2022-10-24,143.6572,106.5453,146.3759,145.4036,160.0186,127.989
2022-10-25,144.7829,106.1753,146.3646,142.4176,160.5026,128.8809
2022-10-26,142.6525,105.4697,144.3074,136.6046,158.2898,127.589
2022-10-27,140.2366,104.1787,143.3362,135.4577,157.8971,126.3852
2022-10-28,138.8528,104.0964,141.8374,136.2682,159.6234,125.9607
2022-10-31,136.0892,103.7981,139.0601,135.7538,159.9747,124.7153
2022-11-01,137.964,105.5632,141.7227,138.5339,160.5692,124.9912
2022-11-02,140.2294,106.243,142.7134,139.9747,162.7339,125.3861
2022-11-03,139.4179,105.805,141.7905,138.4895,162.3744,124.6608
2022-11-04,138.6871,107.7301,142.6822,141.5613,161.5972,126.1068
2022-11-07,138.773,109.5333,142.596,145.2064,161.5536,126.9201
2022-11-08,136.8315,109.1482,141.1955,141.8605,157.4552,127.0579
2022-11-09,137.7533,108.6156,140.9829,140.9988,157.0919,127.0657
2022-11-10,138.4334,108.2423,140.5176,142.1703,156.0533,126.4497
2022-11-11,138.6423,108.8187,139.8926,143.7778,156.2573,126.1452
2022-11-14,138.8734,107.3688,134.7744,143.6549,152.2778,124.4943
2022-11-15,140.6987,108.0706,133.7793,144.7787,150.3846,123.7614
2022-11-16,140.4684,108.6609,133.961,144.6581,149.4977,123.9865
2022-11-17,141.9519,110.1185,136.0636,146.3263,151.1281,125.2791
2022-11-18,141.16,109.6023,133.9778,144.3976,153.5529,125.7223
2022-11-21,140.0142,109.4536,134.2654,143.5639,151.7361,126.7444
2022-11-22,137.9991,110.009,134.0345,141.0649,151.0911,125.1301
2022-11-23,138.5439,110.9084,133.4658,142.059,147.426,124.824
2022-11-24,136.294,111.482,133.4834,140.7871,146.8809,124.6467
2022-11-25,137.7143,110.6672,135.762,142.9009,149.0146,124.4356
2022-11-28,139.67,112.1375,138.316,146.6855,149.6758,125.2744
2022-11-29,142.1293,114.8359,136.6122,150.3523,148.8712,126.5338
2022-11-30,141.1476,114.8941,135.625,150.3985,149.7232,126.2288
2022-12-01,142.4094,114.8438,137.6834,153.5933,150.7271,126.7354
2022-12-02,139.2777,113.4097,134.4321,150.6799,147.0344,124.5242
2022-12-05,139.2087,113.6449,136.8988,153.6526,148.5405,124.5937
2022-12-06,140.4941,113.0466,137.5585,157.838,151.4479,124.5335
2022-12-07,142.29,112.9913,136.6747,155.7619,152.2639,124.804
2022-12-08,144.1345,114.2448,137.2413,158.9794,156.4089,127.6944
2022-12-09,145.6134,114.8652,139.0167,160.4371,156.1856,129.4852
2022-12-12,147.089,115.3279,143.4631,163.6658,155.2524,131.0644
2022-12-13,146.4019,113.7701,143.1389,162.1741,153.3348,131.7138
2022-12-14,146.5819,113.7683,142.5915,161.4486,153.5616,131.4069
2022-12-15,152.7588,113.7638,144.9618,164.6234,153.7551,131.3039
2022-12-16,152.8848,114.8318,148.697,166.8163,154.0129,133.6915
2022-12-19,156.4221,117.4605,150.1314,171.1796,156.9486,135.7474
2022-12-20,157.622,118.3217,150.2305,174.7562,160.064,137.0314
2022-12-21,157.807,118.8405,153.9347,175.1533,161.941,136.8295
2022-12-22,158.6383,117.5636,150.4888,179.5249,161.9432,137.4378
2022-12-23,153.4505,116.3854,147.6872,174.2984,160.4254,135.5958
2022-12-26,155.972,117.6067,146.2535,177.1616,161.7523,137.7859
2022-12-27,158.136,116.7567,144.5317,180.3314,159.5824,138.0314
2022-12-28,156.8649,117.1249,145.7173,180.58,158.431,138.1407
2022-12-29,159.371,117.3854,147.8369,186.3095,162.9191,140.3895
2022-12-30,159.7339,117.5882,147.6295,185.4168,162.6536,139.0905
2023-01-02,160.9781,117.508,150.9726,189.0598,166.0141,138.8445
2023-01-03,160.5955,116.6416,146.3328,186.4416,163.5351,139.1541
2023-01-04,155.2218,116.2841,143.8088,181.4108,161.4973,138.837
2023-01-05,155.1041,118.975,145.7266,181.2663,161.5561,139.7285
2023-01-06,158.319,120.2113,151.0515,181.5444,162.1271,140.6814
2023-01-09,157.9948,120.9902,154.2091,181.0917,157.6656,139.915
2023-01-10,155.6972,121.2661,159.2106,180.9743,161.1727,140.6667
2023-01-11,157.9909,122.0957,162.6579,181.0254,161.5461,142.7082
2023-01-12,159.9285,120.8914,165.7694,185.0957,161.6931,142.946
2023-01-13,158.8516,121.0772,165.9752,183.5848,161.4551,142.391
2023-01-16,160.3128,120.6175,167.2904,185.2099,160.4382,141.945
2023-01-17,161.0219,122.375,166.741,185.8277,160.6953,140.9555
2023-01-18,160.7987,123.2456,169.5068,185.12,162.0923,141.2023
2023-01-19,161.6016,124.5324,168.6166,187.012,159.7665,142.5381
2023-01-20,158.5603,123.9137,166.6221,186.585,162.1352,142.0628
2023-01-23,158.653,122.6996,167.6273,188.737,164.2198,140.9072
2023-01-24,156.9914,123.4828,170.2869,183.4136,162.6145,138.8612
2023-01-25,156.6883,123.6175,171.3264,184.3843,163.9969,138.9621
2023-01-26,153.8052,123.3446,172.349,179.3191,161.5266,139.6086
2023-01-27,157.0714,123.4389,169.7634,179.926,160.3273,139.2119
2023-01-30,158.7837,121.5177,163.3155,184.2278,158.3646,139.498
2023-01-31,155.2087,121.8806,158.2932,179.2003,154.716,139.4043
2023-02-01,153.259,120.3737,158.6444,181.0151,155.025,139.1152
2023-02-02,154.8459,122.6458,159.8323,180.6497,159.0788,141.6819
2023-02-03,152.568,123.1933,160.4897,179.1851,156.9324,140.2672
2023-02-06,151.5913,122.942,164.6905,175.8521,158.6577,140.5081
2023-02-07,153.2306,125.7044,165.6346,178.0575,157.0222,140.9466
2023-02-08,156.3498,128.8216,169.0932,181.1754,159.6484,142.8956
2023-02-09,160.9271,128.4874,165.6567,182.0718,157.4952,142.8611
2023-02-10,161.1181,126.7162,164.6634,180.9822,157.3065,141.5423
2023-02-13,160.3835,126.2517,168.04,178.236,156.2428,141.387
2023-02-14,160.3131,127.6743,167.9617,179.314,156.7598,141.1371
2023-02-15,159.7695,127.5595,165.3913,184.487,157.2557,142.1939
2023-02-16,163.2357,130.7383,163.1916,185.8923,155.9848,142.8676
2023-02-17,162.5815,128.8018,165.1267,188.1142,154.6538,142.8942
2023-02-20,164.4186,129.9987,162.5428,195.1597,159.0459,143.331
2023-02-21,163.5398,128.2056,163.044,194.1288,159.3161,142.2666
2023-02-22,161.036,126.5814,159.5718,191.9368,157.6887,142.0341
2023-02-23,162.4952,128.0246,161.7229,198.0636,162.7223,142.737
2023-02-24,160.4207,128.5998,163.0143,198.8844,161.9769,141.8898
2023-02-27,160.1807,130.7431,163.5443,201.0951,161.769,141.8531
2023-02-28,158.6488,127.6729,159.5148,200.8359,160.4409,139.6681
2023-03-01,158.6173,128.0107,162.0606,199.4158,160.6983,140.1857
2023-03-02,160.8131,126.923,161.3913,196.2096,158.9219,140.0006
2023-03-03,164.3919,127.3279,161.7324,196.4262,157.1804,139.3919
2023-03-06,165.7614,125.0605,160.3862,194.9211,154.7569,138.6384
2023-03-07,164.1933,123.5012,157.3996,189.4364,150.7391,136.7412
2023-03-08,161.9184,124.1714,156.808,185.3692,150.1132,137.3558
2023-03-09,163.1762,126.4944,156.3036,189.7432,150.5443,138.4437
2023-03-10,161.4978,124.9516,159.9625,193.0798,151.1298,138.9156
2023-03-13,162.0125,126.988,156.3282,197.5044,148.939,141.0327
2023-03-14,166.5192,126.3204,155.5394,200.3216,150.7829,139.0997
2023-03-15,166.2692,127.1107,158.0669,202.3078,150.646,139.1328
2023-03-16,165.1707,130.0575,156.4473,202.788,150.6039,139.8992
2023-03-17,165.9192,129.4974,156.528,202.0501,151.7312,139.4226
2023-03-20,166.1187,129.5662,161.9203,207.5666,150.794,139.0131
2023-03-21,163.1664,128.5528,160.039,203.0877,150.2376,137.795
2023-03-22,163.0571,126.2264,160.4476,199.8913,148.7012,137.3677
2023-03-23,160.1447,126.9088,160.5001,198.583,146.1721,136.0016
2023-03-24,160.2906,126.552,158.657,197.9816,144.4335,135.5193
2023-03-27,161.3844,125.6573,156.1442,197.8136,143.3199,134.981
2023-03-28,161.5096,123.587,159.3427,197.1062,143.1911,133.2446
2023-03-29,160.9757,123.1012,155.9176,195.5198,140.1384,134.7123
2023-03-30,161.3916,123.7167,157.053,194.0732,140.3859,132.4957
2023-03-31,159.3127,123.9849,155.6709,187.3469,137.3722,132.7781
2023-04-03,155.8056,123.3748,149.1964,186.0144,136.8777,132.9048
2023-04-04,155.142,123.6809,149.6329,182.6699,136.7835,132.2553
2023-04-05,152.7883,121.8741,150.7899,182.5487,135.6773,129.663
2023-04-06,153.9602,123.4753,153.7337,183.533,134.4437,130.2284
2023-04-07,152.2739,122.2237,152.2533,180.4251,133.7201,130.355
2023-04-10,149.4619,121.9975,152.2357,177.7845,130.2554,129.0506
2023-04-11,153.8642,123.7148,151.4755,180.2545,130.5769,129.9629
2023-04-12,154.4974,124.8004,152.5916,179.1202,132.1771,129.7815
2023-04-13,155.6162,127.2255,154.6097,177.0131,133.7435,131.097
2023-04-14,153.6004,127.6028,154.2549,173.4074,133.5577,130.8396
2023-04-17,150.1306,127.1857,148.5997,171.4034,130.3625,130.4564
2023-04-18,150.3907,125.4259,148.9742,173.3733,128.003,128.9543
2023-04-19,148.2726,124.5421,151.3732,171.8156,129.5324,128.4751
2023-04-20,150.5429,124.1633,150.6644,169.4472,130.4485,128.183
2023-04-21,149.5195,122.6319,150.8477,168.9018,128.4801,128.6128
2023-04-24,149.4046,122.3147,155.3458,168.8558,128.5464,128.3403
2023-04-25,153.5731,125.7046,161.4598,172.6339,129.6189,130.4396
2023-04-26,153.708,123.843,163.7478,171.4143,130.2772,129.8234
2023-04-27,153.6402,122.2642,160.3477,169.2638,129.4568,129.3489
2023-04-28,153.1552,121.3028,162.6283,168.932,130.0616,129.458
2023-05-01,151.5401,120.2768,163.9053,171.8769,130.6952,128.6384
2023-05-02,153.9772,118.8698,161.6023,175.5863,130.1281,129.5941
2023-05-03,150.7544,117.5456,160.6114,173.4339,129.663,128.8402
2023-05-04,149.6402,118.4863,158.9171,170.1205,129.2224,126.6838
2023-05-05,151.2871,119.3832,159.8614,170.0765,127.1752,125.4658
2023-05-08,152.6608,119.7787,161.6871,170.9531,128.0647,124.4542
2023-05-09,153.9771,120.4661,165.1584,172.5711,127.3775,125.2683
2023-05-10,151.7775,121.2222,165.7304,170.0194,127.711,126.7704
2023-05-11,149.9772,122.8869,166.3357,171.6652,128.4845,127.7985
2023-05-12,153.4867,123.8177,167.8093,174.7528,130.9645,128.3974
2023-05-15,151.7849,123.2432,168.5429,173.5424,131.2435,127.4945
2023-05-16,154.4823,124.2499,171.3626,175.914,133.063,128.169
2023-05-17,154.2753,125.1838,170.9575,175.8598,131.2404,128.1224
2023-05-18,151.9483,123.6312,167.1959,177.6986,132.0867,127.7939
2023-05-19,152.606,125.2033,162.3701,175.3484,131.8346,127.4081
2023-05-22,150.2018,124.2462,162.739,175.6103,131.3492,127.2434
2023-05-23,151.4414,121.4566,163.4588,171.3529,131.0859,126.7347
2023-05-24,152.6593,121.0314,165.4016,173.4812,132.8516,125.5603
2023-05-25,151.141,121.1522,164.3017,173.8847,133.3534,125.7304
2023-05-26,152.064,121.5602,162.3987,175.5513,132.6008,127.1826
2023-05-29,154.1937,121.1843,163.4396,173.8847,132.8595,128.5152
2023-05-30,154.6307,122.3944,167.8985,175.2345,135.3204,129.1309
2023-05-31,155.1421,120.7389,164.9853,174.075,135.4741,127.5006
2023-06-01,155.5217,118.9887,162.9669,172.1662,137.1453,126.2544
2023-06-02,155.2849,119.9919,161.4451,173.0352,137.1277,125.7661
2023-06-05,153.8528,120.6156,159.6164,173.7022,137.0635,125.14
2023-06-06,153.7808,123.1027,161.2108,172.7841,138.2166,125.7289
2023-06-07,151.1734,123.0591,157.4807,173.3297,139.311,126.1486
2023-06-08,151.2882,122.0785,157.7963,171.5732,140.6287,124.7059
2023-06-09,154.1541,122.5258,157.1814,171.0482,141.8417,125.3772
2023-06-12,155.6704,122.7101,156.2331,172.1809,140.2132,125.2577
2023-06-13,154.1067,123.9526,157.6721,170.8017,139.5933,126.4796
2023-06-14,152.9512,123.5871,158.6482,168.4792,141.2274,126.6127
2023-06-15,156.1008,124.2251,168.1784,172.4467,143.2751,126.3972
2023-06-16,156.6886,122.7153,166.6899,171.5961,144.185,125.6536
2023-06-19,156.211,121.7246,164.8925,169.6985,146.4367,124.6067
2023-06-20,154.0366,120.6138,166.6208,164.2601,147.8421,123.353
2023-06-21,152.1921,118.7606,166.1438,161.2437,147.1162,122.5374
2023-06-22,147.6998,117.8291,164.992,155.6802,143.6398,121.5504
2023-06-23,150.702,120.0624,172.63,157.0197,146.2813,122.4132
2023-06-26,152.0933,120.2438,167.7746,158.5709,142.9437,124.1997
2023-06-27,157.4431,120.5118,169.8369,162.1646,144.7199,125.3131
2023-06-28,154.2703,118.7649,170.0992,160.7786,142.8317,123.34
2023-06-29,155.0529,118.4538,173.1961,163.5896,144.4902,123.8395
2023-06-30,155.6924,119.6043,171.9813,160.9673,145.46,124.421
2023-07-03,156.3527,119.5962,165.5866,166.6113,149.8465,124.2494
2023-07-04,158.0782,120.0373,167.25,168.6534,152.2913,124.167
2023-07-05,159.5853,121.1556,161.1343,172.3454,153.5813,124.0829
2023-07-06,159.7576,121.809,160.7919,173.7111,150.4965,124.3369
2023-07-07,162.0857,123.1426,163.0099,174.057,151.4904,124.0042
2023-07-10,162.4095,123.0187,164.5124,177.3954,153.3683,123.5412
2023-07-11,160.5183,121.6799,160.6273,173.2282,155.391,124.0029
2023-07-12,159.4012,121.5575,167.312,169.4329,156.2667,125.8013
2023-07-13,159.7765,121.0063,170.9107,174.6766,156.7218,126.9815
2023-07-14,157.9321,120.9995,172.1673,172.6796,155.5733,127.3762
2023-07-17,159.7589,120.1389,170.522,174.3384,152.9935,126.1257
2023-07-18,160.4927,121.2291,172.3143,175.1004,156.4552,126.9865
2023-07-19,159.5047,118.6855,171.983,172.8248,154.8626,125.8396
2023-07-20,157.8575,118.9528,171.1429,177.5031,153.9975,126.1741
2023-07-21,156.7281,119.6072,168.5081,176.8586,153.8665,126.599
2023-07-24,153.1339,119.626,167.4978,176.9967,152.0608,126.2191
2023-07-25,151.3643,118.3514,167.9209,176.6954,151.3244,125.808
2023-07-26,152.0328,119.3789,170.5735,181.6546,152.3381,127.7799
2023-07-27,151.4912,119.9446,171.5518,183.2678,152.7293,129.6096
2023-07-28,147.7295,120.2363,172.3691,182.5333,155.3057,130.8953
2023-07-31,145.2068,121.0659,170.5576,181.2774,155.694,130.2444
2023-08-01,142.7892,120.7827,169.8544,178.1296,153.4596,129.7963
2023-08-02,142.3176,120.6438,175.1907,179.5783,156.2808,129.5806
2023-08-03,145.2933,121.2427,177.2693,182.2343,157.9154,128.8056
2023-08-04,145.3651,122.0772,182.3675,184.0406,157.6764,128.0916
2023-08-07,146.0435,120.1311,180.991,185.0841,157.4094,127.2214
2023-08-08,142.6652,119.428,182.4611,182.0196,155.9746,127.0679
2023-08-09,144.0037,120.7465,181.1641,182.1451,156.9288,128.471
2023-08-10,146.6484,120.5949,185.1198,187.4437,158.5749,128.7309
2023-08-11,144.9305,121.5326,184.9918,189.8175,161.9246,128.0661
2023-08-14,144.1473,121.2779,181.1511,186.889,163.8271,127.3173
2023-08-15,144.6943,119.2132,177.9831,184.5876,161.4133,126.2447
2023-08-16,144.5164,117.518,175.314,185.5273,158.8669,127.2694
2023-08-17,147.0037,117.4948,169.876,181.8845,157.0672,126.3565
2023-08-18,145.3258,119.187,173.2174,183.5616,156.6099,127.7356
2023-08-21,145.3924,119.353,174.8062,190.3916,154.9811,127.807
2023-08-22,142.1905,119.4358,174.2091,193.0527,155.7408,126.5198
2023-08-23,140.0411,121.0844,167.4382,193.4751,153.7433,126.4365
2023-08-24,140.1693,119.7369,164.4367,192.6581,155.9619,126.5728
2023-08-25,138.8418,119.4666,161.4782,191.5823,153.6047,125.8642
2023-08-28,142.0503,118.706,164.5912,193.58,155.4972,125.9222
2023-08-29,142.0458,118.7663,168.7656,196.6096,156.5637,127.4903
2023-08-30,144.2644,120.5222,174.5096,196.3111,160.8674,127.6035
2023-08-31,144.1268,121.3369,168.6989,195.9933,162.3369,127.9572
2023-09-01,145.6577,121.0637,164.6575,196.9155,160.0538,127.4436
2023-09-04,144.1485,121.0486,161.7275,194.3718,163.3433,127.385
2023-09-05,143.8698,122.4912,163.9038,198.2457,165.0323,128.4816
2023-09-06,143.5356,124.148,165.7231,198.7262,169.5226,127.5304
2023-09-07,142.475,124.9743,163.4481,196.1795,170.2846,127.7119
2023-09-08,143.8313,124.537,163.7816,195.9543,168.5773,126.695
2023-09-11,145.2826,122.1157,162.066,193.6128,168.3,125.5739
2023-09-12,146.5209,122.8922,157.9127,195.5494,167.6949,125.7699
2023-09-13,146.0628,123.4027,164.4866,195.8535,172.7459,125.9069
2023-09-14,145.5243,124.7984,165.5742,197.6915,174.0717,127.9459
2023-09-15,143.1143,123.1546,164.8817,202.0672,172.4275,127.7976
2023-09-18,146.5941,125.0758,174.2991,202.5352,172.5158,127.1873
2023-09-19,145.7053,125.2452,171.5119,202.3208,172.6961,126.5087
2023-09-20,146.6971,124.7161,169.1749,205.4436,176.3368,127.39
2023-09-21,145.7875,125.2199,172.0427,206.5473,176.4227,125.3641
2023-09-22,147.1814,125.5584,173.1366,206.3451,172.7785,125.2614
2023-09-25,149.3739,126.9,173.1018,208.633,172.9767,124.1339
2023-09-26,149.7622,128.8279,180.3496,209.7876,175.5759,123.588
2023-09-27,147.5884,128.8994,181.0416,204.2416,173.2656,122.6233
2023-09-28,149.0477,128.9075,181.8262,208.2945,174.9362,122.0587
2023-09-29,149.2451,127.6455,181.5667,211.0958,176.4989,122.4144
2023-10-02,150.2115,129.0525,183.7746,214.5521,177.8813,123.5565
2023-10-03,150.7666,130.4306,188.3891,214.5318,176.8638,123.9339
2023-10-04,154.4849,132.0825,183.4472,219.4688,175.9451,124.5949
2023-10-05,151.6172,128.5829,185.6401,219.0216,177.7969,124.0978
2023-10-06,148.9161,130.6438,176.8822,216.0531,175.5899,123.5776
2023-10-09,144.7547,127.9655,172.3999,214.9875,171.9315,122.6578
2023-10-10,145.8064,129.3744,171.9189,219.469,170.6897,123.7123
2023-10-11,144.5737,128.1821,168.9708,213.5868,167.7093,123.1991
2023-10-12,145.8897,128.3315,172.6631,211.1824,168.0432,124.0065
2023-10-13,147.5168,128.6993,180.5345,214.1383,167.364,124.7373
2023-10-16,144.8223,129.4244,178.8383,210.8287,167.2902,124.6132
2023-10-17,141.2498,125.9327,174.2333,206.8448,166.0792,122.8535
2023-10-18,139.8311,125.7807,170.9914,205.2934,162.667,122.1489
2023-10-19,136.588,127.3551,169.1577,205.2294,161.6245,122.3488
2023-10-20,136.836,126.4539,167.3794,203.9976,162.2582,121.3929
2023-10-23,137.5304,127.4286,166.118,204.9731,163.6326,122.2399
2023-10-24,138.1431,129.5528,164.7901,211.0971,162.8691,122.4329
2023-10-25,139.3217,132.6924,164.3994,209.0624,163.6978,122.9856
2023-10-26,142.9139,134.0382,164.5789,214.7469,166.3075,122.5547
2023-10-27,148.1515,135.9572,167.6427,219.8386,171.8117,124.1404
2023-10-30,148.6565,133.7544,164.8329,214.7915,171.0082,123.7202
2023-10-31,142.7551,132.3193,156.8866,209.7464,169.2625,121.6272
2023-11-01,142.8411,132.7482,157.8117,215.4489,170.6267,120.8941
2023-11-02,143.0232,133.0069,157.8448,215.0485,172.5497,122.7071
2023-11-03,145.8202,132.763,157.0029,219.0136,173.6957,124.6499
2023-11-06,146.9288,131.9732,153.0443,219.7587,176.5656,123.8155
2023-11-07,147.0306,132.2433,151.578,222.6725,179.1681,124.0889
2023-11-08,143.6895,130.9349,149.5987,219.3283,177.7639,123.4428
2023-11-09,142.4664,130.6446,151.0922,216.6235,178.6709,123.8172
2023-11-10,144.337,130.7063,146.906,218.9345,181.9521,125.3243
2023-11-13,146.1554,133.3267,147.9954,224.0715,182.3737,125.9785
2023-11-14,147.078,133.147,145.9278,226.7931,182.8577,127.2155
2023-11-15,144.7146,132.1203,143.3431,223.3611,183.0331,125.6338
2023-11-16,146.7501,131.9548,146.9378,229.8652,188.0701,125.348
2023-11-17,146.1254,132.7963,149.6044,228.7692,190.1803,125.8087
2023-11-20,145.1829,131.8475,152.0902,227.7061,189.277,127.1487
2023-11-21,145.5953,130.4058,151.8209,226.9698,188.1531,126.9179
2023-11-22,141.5661,129.8483,147.4959,224.0205,187.7047,124.0221
2023-11-23,142.5098,130.8857,148.9767,223.3187,190.8926,125.3008
2023-11-24,140.874,130.7161,151.9995,225.4001,193.4743,125.3476
2023-11-27,143.0592,133.202,159.7256,231.2208,197.1084,127.2691
