Listing date (UTC),Issuer Common Name:,DstIP,Subject Common Name:,extra,url,Listing reason,Status:,Malware binary (MD5 hash),Timestamp (UTC),SHA1 fingerprint,Issuer:,DstPort,Subject:,Common Name,SSL Version:,id,Fingerprint (SHA1):
2015-12-16 20:51:22,"C=AU, ST=Some-State, O=Internet Widgits Pty Ltd",185.82.202.84,"C=AU, ST=Some-State, O=Internet Widgits Pty Ltd",# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/2f4639d43d4de28abb27add8b93fe7176d0c2d37,Malware C&C,"Blacklisted (Reason: Malware C&C, Listing date: 2015-12-16 20:51:22)",d90c0177437c4cf588de4e60ab233fe1,2015-12-16 14:12:00,2f4639d43d4de28abb27add8b93fe7176d0c2d37,"C=AU, ST=Some-State, O=Internet Widgits Pty Ltd",443,"C=AU, ST=Some-State, O=Internet Widgits Pty Ltd","C=AU, ST=Some-State, O=Internet Widgits Pty Ltd",SSLv3,22,2f4639d43d4de28abb27add8b93fe7176d0c2d37
2015-12-16 16:26:53,COMODO RSA Domain Validation Secure Server CA,,boistey.biz,This SSL certificate was spotted passively or by using scanning techniques. Therefore SSLBL is not able to provide any referencing malware binaries.,https://sslbl.abuse.ch/intel/9872d0b5fdf7a27a81cbfcff93efb2601c717baa,Gozi MITM,"Blacklisted (Reason: Gozi MITM, Listing date: 2015-12-16 16:26:53)",,,9872d0b5fdf7a27a81cbfcff93efb2601c717baa,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA",,"OU=Domain Control Validated, OU=Free SSL, CN=boistey.biz",boistey.biz,,23,9872d0b5fdf7a27a81cbfcff93efb2601c717baa
2015-12-16 14:19:48,trevencequs.la,202.69.40.173,trevencequs.la,# of referencing malware binaries: 3,https://sslbl.abuse.ch/intel/0eea47b589dfcf398f8759375d7ed12c1ae03b54,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-16 14:19:48)",59121fef219e66a99544b2180dd6d603,2015-12-20 13:55:20,0eea47b589dfcf398f8759375d7ed12c1ae03b54,"C=LU, O=Tntsou Ttheve NL, CN=trevencequs.la",243,"C=LU, O=Tntsou Ttheve NL, CN=trevencequs.la",trevencequs.la,TLSv1,24,0eea47b589dfcf398f8759375d7ed12c1ae03b54
2015-12-16 14:19:48,trevencequs.la,202.69.40.173,trevencequs.la,# of referencing malware binaries: 3,https://sslbl.abuse.ch/intel/0eea47b589dfcf398f8759375d7ed12c1ae03b54,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-16 14:19:48)",dddde9f8a2459e18583434b1421bb509,2015-12-16 23:25:50,0eea47b589dfcf398f8759375d7ed12c1ae03b54,"C=LU, O=Tntsou Ttheve NL, CN=trevencequs.la",243,"C=LU, O=Tntsou Ttheve NL, CN=trevencequs.la",trevencequs.la,TLSv1,24,0eea47b589dfcf398f8759375d7ed12c1ae03b54
2015-12-16 14:19:48,trevencequs.la,202.69.40.173,trevencequs.la,# of referencing malware binaries: 3,https://sslbl.abuse.ch/intel/0eea47b589dfcf398f8759375d7ed12c1ae03b54,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-16 14:19:48)",043486517f4da706ebe8151e4198ab8c,2015-12-16 12:17:09,0eea47b589dfcf398f8759375d7ed12c1ae03b54,"C=LU, O=Tntsou Ttheve NL, CN=trevencequs.la",243,"C=LU, O=Tntsou Ttheve NL, CN=trevencequs.la",trevencequs.la,TLSv1,24,0eea47b589dfcf398f8759375d7ed12c1ae03b54
2015-12-16 06:03:22,ofsrelethatmin.tk,80.96.150.201,ofsrelethatmin.tk,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/34aa83727f2be543fecc45f474fc5af46cc77287,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-16 06:03:22)",f4dcd9f9868aa0bbbedf279149f67892,2015-12-15 18:58:18,34aa83727f2be543fecc45f474fc5af46cc77287,"C=LU, O=Serftim Larceon NL, CN=ofsrelethatmin.tk",9943,"C=LU, O=Serftim Larceon NL, CN=ofsrelethatmin.tk",ofsrelethatmin.tk,TLS 1.2,25,34aa83727f2be543fecc45f474fc5af46cc77287
2015-12-16 05:46:58,RapidSSL SHA256 CA - G3,,intelliadsign.net,This SSL certificate was spotted passively or by using scanning techniques. Therefore SSLBL is not able to provide any referencing malware binaries.,https://sslbl.abuse.ch/intel/1a09e1192aed236feb07f50e9177de7aa23239e8,Gozi MITM,"Blacklisted (Reason: Gozi MITM, Listing date: 2015-12-16 05:46:58)",,,1a09e1192aed236feb07f50e9177de7aa23239e8,"C=US, O=GeoTrust Inc., CN=RapidSSL SHA256 CA - G3",,"OU=GT24913570, OU=See www.rapidssl.com, resources, cps (c)15, OU=Domain Control Validated - RapidSSL(R), CN=intelliadsign.net",intelliadsign.net,,26,1a09e1192aed236feb07f50e9177de7aa23239e8
2015-12-16 05:44:39,RapidSSL SHA256 CA - G3,,lililililililili.com,This SSL certificate was spotted passively or by using scanning techniques. Therefore SSLBL is not able to provide any referencing malware binaries.,https://sslbl.abuse.ch/intel/bdf737e98f7cf2ef8fe0e904709fb8fea9b34d06,Gozi MITM,"Blacklisted (Reason: Gozi MITM, Listing date: 2015-12-16 05:44:39)",,,bdf737e98f7cf2ef8fe0e904709fb8fea9b34d06,"C=US, O=GeoTrust Inc., CN=RapidSSL SHA256 CA - G3",,"OU=GT86770416, OU=See www.rapidssl.com, resources, cps (c)15, OU=Domain Control Validated - RapidSSL(R), CN=lililililililili.com",lililililililili.com,,27,bdf737e98f7cf2ef8fe0e904709fb8fea9b34d06
2015-12-15 06:29:27,"C=US, ST=Denial, L=Springfield, O=Dis",64.79.99.134,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 2,https://sslbl.abuse.ch/intel/b2f784c1ca507901bb08c606fedf999edbbc7ac6,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-15 06:29:27)",f661a5769a6969eeb262e6c471dd1b35,2015-12-15 10:46:07,b2f784c1ca507901bb08c606fedf999edbbc7ac6,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,28,b2f784c1ca507901bb08c606fedf999edbbc7ac6
2015-12-15 06:29:27,"C=US, ST=Denial, L=Springfield, O=Dis",64.79.99.134,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 2,https://sslbl.abuse.ch/intel/b2f784c1ca507901bb08c606fedf999edbbc7ac6,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-15 06:29:27)",25be188f5adfa1561e6b357908ac66bd,2015-12-14 17:09:06,b2f784c1ca507901bb08c606fedf999edbbc7ac6,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,28,b2f784c1ca507901bb08c606fedf999edbbc7ac6
2015-12-15 06:23:18,localhost,138.4.249.254,localhost,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/ddeaa7f2df2b38e364ed38ed821bd766b61d5fe8,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-15 06:23:18)",188a25c15a8c1e27580baa495283f42c,2015-12-14 20:35:56,ddeaa7f2df2b38e364ed38ed821bd766b61d5fe8,"C=GB, ST=Yorks, L=York, O=MyCompany Ltd., OU=IT, CN=localhost",80,"C=GB, ST=Yorks, L=York, O=MyCompany Ltd., OU=IT, CN=localhost",localhost,SSLv3,29,ddeaa7f2df2b38e364ed38ed821bd766b61d5fe8
2015-12-15 06:23:12,localhost,104.206.221.165,localhost,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/1d8fc298b9b8325a64adfe2844fe45b05b60b6fc,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-15 06:23:12)",188a25c15a8c1e27580baa495283f42c,2015-12-14 20:35:56,1d8fc298b9b8325a64adfe2844fe45b05b60b6fc,"C=GB, ST=Yorks, L=York, O=MyCompany Ltd., OU=IT, CN=localhost",80,"C=GB, ST=Yorks, L=York, O=MyCompany Ltd., OU=IT, CN=localhost",localhost,TLSv1,30,1d8fc298b9b8325a64adfe2844fe45b05b60b6fc
2015-12-15 06:04:41,COMODO RSA Domain Validation Secure Server CA,,checkstat99.com,This SSL certificate was spotted passively or by using scanning techniques. Therefore SSLBL is not able to provide any referencing malware binaries.,https://sslbl.abuse.ch/intel/783eaaad438388551b2d95e7ea9643560b4906d4,Gozi MITM,"Blacklisted (Reason: Gozi MITM, Listing date: 2015-12-15 06:04:41)",,,783eaaad438388551b2d95e7ea9643560b4906d4,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA",,"OU=Domain Control Validated, OU=EssentialSSL, CN=checkstat99.com",checkstat99.com,,31,783eaaad438388551b2d95e7ea9643560b4906d4
2015-12-14 12:58:31,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,185.117.72.87,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,# of referencing malware binaries: 5,https://sslbl.abuse.ch/intel/ed28a9c76b5b20605b2de661dd64e643d7a0290a,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 12:58:31)",ecd4b65b56fc5683ccf9def5869e18d2,2015-12-15 11:07:11,ed28a9c76b5b20605b2de661dd64e643d7a0290a,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",80,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,SSLv3,32,ed28a9c76b5b20605b2de661dd64e643d7a0290a
2015-12-14 12:58:31,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,185.117.72.87,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,# of referencing malware binaries: 5,https://sslbl.abuse.ch/intel/ed28a9c76b5b20605b2de661dd64e643d7a0290a,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 12:58:31)",1feef71728bee6aabdf2dd6155799aa5,2015-12-15 05:58:29,ed28a9c76b5b20605b2de661dd64e643d7a0290a,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",80,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,SSLv3,32,ed28a9c76b5b20605b2de661dd64e643d7a0290a
2015-12-14 12:58:31,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,192.227.158.188,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,# of referencing malware binaries: 5,https://sslbl.abuse.ch/intel/ed28a9c76b5b20605b2de661dd64e643d7a0290a,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 12:58:31)",8ebdfa0a0fbec2dc55a0266ba0715968,2015-12-14 15:05:46,ed28a9c76b5b20605b2de661dd64e643d7a0290a,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",80,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,SSLv3,32,ed28a9c76b5b20605b2de661dd64e643d7a0290a
2015-12-14 12:58:31,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,192.227.158.188,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,# of referencing malware binaries: 5,https://sslbl.abuse.ch/intel/ed28a9c76b5b20605b2de661dd64e643d7a0290a,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 12:58:31)",e1afc3652407338ead6ded313e609daa,2015-12-14 14:50:01,ed28a9c76b5b20605b2de661dd64e643d7a0290a,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",80,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,SSLv3,32,ed28a9c76b5b20605b2de661dd64e643d7a0290a
2015-12-14 12:58:31,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,192.227.158.188,www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,# of referencing malware binaries: 5,https://sslbl.abuse.ch/intel/ed28a9c76b5b20605b2de661dd64e643d7a0290a,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 12:58:31)",48d4a677440ab5c5a3c38cf694f7193c,2015-12-14 12:55:38,ed28a9c76b5b20605b2de661dd64e643d7a0290a,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",80,"C=AT, ST=Vienna, L=Europe, O=Sign Liquid Education Daughter, OU=Season, CN=www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com",www.signliquideducationdaughter.final/emailAddress=vowel_child@hotmail.com,SSLv3,32,ed28a9c76b5b20605b2de661dd64e643d7a0290a
2015-12-14 12:58:21,gertherva.sh,199.7.136.84,gertherva.sh,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/431cc78f86bcca3da5742814c512a0ca0eed6f3c,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-14 12:58:21)",65cdbff6c454c4aa0225ccb4e632bde6,2015-12-14 12:57:39,431cc78f86bcca3da5742814c512a0ca0eed6f3c,"C=LU, O=Ionfin Sesome NL, CN=gertherva.sh",8143,"C=LU, O=Ionfin Sesome NL, CN=gertherva.sh",gertherva.sh,TLS 1.2,33,431cc78f86bcca3da5742814c512a0ca0eed6f3c
2015-12-14 11:31:33,www.westernbuiltnegative.ai/emailAddress=lovely_trade@outlook.com,185.86.149.224,www.westernbuiltnegative.ai/emailAddress=lovely_trade@outlook.com,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/e28a4804abbc42429db89ee4fa6882546d38ad16,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 11:31:33)",58aeefd4700af5cb1db1f5603025a5ec,2015-12-14 11:21:19,e28a4804abbc42429db89ee4fa6882546d38ad16,"C=FJ, ST=Suva, L=Australia, O=Western Built Negative, OU=Loud, CN=www.westernbuiltnegative.ai/emailAddress=lovely_trade@outlook.com",80,"C=FJ, ST=Suva, L=Australia, O=Western Built Negative, OU=Loud, CN=www.westernbuiltnegative.ai/emailAddress=lovely_trade@outlook.com",www.westernbuiltnegative.ai/emailAddress=lovely_trade@outlook.com,TLS 1.2,34,e28a4804abbc42429db89ee4fa6882546d38ad16
2015-12-14 11:31:33,www.possibleeager.photography/emailAddress=spirit_difficulty@aol.com,185.86.149.224,www.possibleeager.photography/emailAddress=spirit_difficulty@aol.com,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/b28616ecac37a3dfa13b56c754700cd5b5964117,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 11:31:33)",58aeefd4700af5cb1db1f5603025a5ec,2015-12-14 11:21:19,b28616ecac37a3dfa13b56c754700cd5b5964117,"C=AF, ST=Kabul, L=Asia, O=Possible Eager, OU=Last, CN=www.possibleeager.photography/emailAddress=spirit_difficulty@aol.com",80,"C=AF, ST=Kabul, L=Asia, O=Possible Eager, OU=Last, CN=www.possibleeager.photography/emailAddress=spirit_difficulty@aol.com",www.possibleeager.photography/emailAddress=spirit_difficulty@aol.com,TLS 1.2,35,b28616ecac37a3dfa13b56c754700cd5b5964117
2015-12-14 11:31:26,www.temperaturemirrorclawstorn.seat/emailAddress=level_distant@live.com,185.86.149.224,www.temperaturemirrorclawstorn.seat/emailAddress=level_distant@live.com,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/31262cbb377cce57123fcb4dc8bd37ae84dd5ec6,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-14 11:31:26)",58aeefd4700af5cb1db1f5603025a5ec,2015-12-14 11:21:19,31262cbb377cce57123fcb4dc8bd37ae84dd5ec6,"C=MO, ST=N A, L=Asia, O=Temperature Mirror Claws Torn, OU=Musical, CN=www.temperaturemirrorclawstorn.seat/emailAddress=level_distant@live.com",80,"C=MO, ST=N A, L=Asia, O=Temperature Mirror Claws Torn, OU=Musical, CN=www.temperaturemirrorclawstorn.seat/emailAddress=level_distant@live.com",www.temperaturemirrorclawstorn.seat/emailAddress=level_distant@live.com,TLS 1.2,36,31262cbb377cce57123fcb4dc8bd37ae84dd5ec6
2015-12-14 11:29:12,"C=US, ST=Denial, L=Springfield, O=Dis",146.185.243.80,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/c4941b3a4ae90ab293a77877ff7618b50c9f1196,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 11:29:12)",00735b4d478f8deb2ce724dd32361b01,2015-12-14 11:22:27,c4941b3a4ae90ab293a77877ff7618b50c9f1196,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,37,c4941b3a4ae90ab293a77877ff7618b50c9f1196
2015-12-14 11:03:21,"C=US, ST=Denial, L=Springfield, O=Dis",85.143.219.42,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/1e0d5a4814e076940d602638385082d86b5678ec,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 11:03:21)",9b5a4292dcf69eed984c731b74f66f47,2015-12-14 10:20:53,1e0d5a4814e076940d602638385082d86b5678ec,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,38,1e0d5a4814e076940d602638385082d86b5678ec
2015-12-14 07:35:49,COMODO RSA Domain Validation Secure Server CA,,welcomefreinds.com,This SSL certificate was spotted passively or by using scanning techniques. Therefore SSLBL is not able to provide any referencing malware binaries.,https://sslbl.abuse.ch/intel/724f9cddf5a1ddb04896078043f337309ff24769,Gozi MITM,"Blacklisted (Reason: Gozi MITM, Listing date: 2015-12-14 07:35:49)",,,724f9cddf5a1ddb04896078043f337309ff24769,"C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Domain Validation Secure Server CA",,"OU=Domain Control Validated, OU=EssentialSSL, CN=welcomefreinds.com",welcomefreinds.com,,39,724f9cddf5a1ddb04896078043f337309ff24769
2015-12-14 07:16:56,"C=US, ST=Denial, L=Springfield, O=Dis",82.146.59.109,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/30461864272d38d8dcdea03d2b35061a7d471434,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 07:16:56)",09ff9d6a520d7ce0c38491f301fba818,2015-10-27 22:21:05,30461864272d38d8dcdea03d2b35061a7d471434,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,40,30461864272d38d8dcdea03d2b35061a7d471434
2015-12-14 07:16:56,"C=US, ST=Denial, L=Springfield, O=Dis",82.146.59.109,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/30461864272d38d8dcdea03d2b35061a7d471434,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 07:16:56)",c1cba392778d93095cedc920dab33733,2015-10-27 20:11:53,30461864272d38d8dcdea03d2b35061a7d471434,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,40,30461864272d38d8dcdea03d2b35061a7d471434
2015-12-14 07:16:56,"C=US, ST=Denial, L=Springfield, O=Dis",82.146.59.109,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/30461864272d38d8dcdea03d2b35061a7d471434,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 07:16:56)",536b57792f9ab99cc92471ed60485364,2015-10-25 19:19:25,30461864272d38d8dcdea03d2b35061a7d471434,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,40,30461864272d38d8dcdea03d2b35061a7d471434
2015-12-14 07:16:56,"C=US, ST=Denial, L=Springfield, O=Dis",82.146.59.109,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/30461864272d38d8dcdea03d2b35061a7d471434,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 07:16:56)",dbd0731b3b9895087cfaaf0e7f402dbc,2015-10-25 08:17:19,30461864272d38d8dcdea03d2b35061a7d471434,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,40,30461864272d38d8dcdea03d2b35061a7d471434
2015-12-14 07:15:14,"C=US, ST=Denial, L=Springfield, O=Dis",136.243.99.219,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/ade6611982c40d1184c9c2b8710787fca4f4b9cc,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-14 07:15:14)",e37f217012265fb2d376eaa0c32e68e5,2015-12-13 14:09:57,ade6611982c40d1184c9c2b8710787fca4f4b9cc,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,41,ade6611982c40d1184c9c2b8710787fca4f4b9cc
2015-12-12 08:54:32,televcheck.com,95.85.23.88,televcheck.com,# of referencing malware binaries: 1,https://sslbl.abuse.ch/intel/abf9ea90a6e2fd62adc09733c0307a79bae881c6,Gootkit C&C,"Blacklisted (Reason: Gootkit C&C, Listing date: 2015-12-12 08:54:32)",0bbbdc51f7c50f78327d5d28e6c1f68e,2015-12-12 06:32:36,abf9ea90a6e2fd62adc09733c0307a79bae881c6,"C=FR, ST=paris, L=Paris, O=Grandsec ltd, OU=IT, CN=televcheck.com",80,"C=FR, ST=paris, L=Paris, O=Grandsec ltd, OU=IT, CN=televcheck.com",televcheck.com,SSLv3,42,abf9ea90a6e2fd62adc09733c0307a79bae881c6
2015-12-12 06:17:29,"C=US, ST=Denial, L=Springfield, O=Dis",195.14.104.139,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/4caa72708ac98639ee067a2a11b864fac182f0a8,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-12 06:17:29)",d510dbc769273e8430e332762ae144a0,2015-12-12 09:40:24,4caa72708ac98639ee067a2a11b864fac182f0a8,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,43,4caa72708ac98639ee067a2a11b864fac182f0a8
2015-12-12 06:17:29,"C=US, ST=Denial, L=Springfield, O=Dis",195.14.104.139,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/4caa72708ac98639ee067a2a11b864fac182f0a8,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-12 06:17:29)",cc7356132fd5d046a0c38619605ce5f5,2015-12-12 04:29:11,4caa72708ac98639ee067a2a11b864fac182f0a8,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,43,4caa72708ac98639ee067a2a11b864fac182f0a8
2015-12-12 06:17:29,"C=US, ST=Denial, L=Springfield, O=Dis",195.14.104.139,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/4caa72708ac98639ee067a2a11b864fac182f0a8,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-12 06:17:29)",cf0be62b418fa4a7550828265b1c5d05,2015-12-12 00:49:03,4caa72708ac98639ee067a2a11b864fac182f0a8,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,43,4caa72708ac98639ee067a2a11b864fac182f0a8
2015-12-12 06:17:29,"C=US, ST=Denial, L=Springfield, O=Dis",195.14.104.139,"C=US, ST=Denial, L=Springfield, O=Dis",# of referencing malware binaries: 4,https://sslbl.abuse.ch/intel/4caa72708ac98639ee067a2a11b864fac182f0a8,TorrentLocker C&C,"Blacklisted (Reason: TorrentLocker C&C, Listing date: 2015-12-12 06:17:29)",db53d55b9ada0024ecca2e9ded4c27e7,2015-12-11 23:46:23,4caa72708ac98639ee067a2a11b864fac182f0a8,"C=US, ST=Denial, L=Springfield, O=Dis",443,"C=US, ST=Denial, L=Springfield, O=Dis","C=US, ST=Denial, L=Springfield, O=Dis",TLS 1.2,43,4caa72708ac98639ee067a2a11b864fac182f0a8
2015-12-11 15:15:26,thesiofrgf.ga,62.109.133.248,thesiofrgf.ga,# of referencing malware binaries: 3,https://sslbl.abuse.ch/intel/c3119e049e972072675bcc408c496633a60f305d,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-11 15:15:26)",cacb79e05cf54490a7067aa1544083fa,2015-12-22 12:23:56,c3119e049e972072675bcc408c496633a60f305d,"C=LU, O=Wibls Beredum NL, CN=thesiofrgf.ga",444,"C=LU, O=Wibls Beredum NL, CN=thesiofrgf.ga",thesiofrgf.ga,TLSv1,44,c3119e049e972072675bcc408c496633a60f305d
2015-12-11 15:15:26,thesiofrgf.ga,188.126.116.26,thesiofrgf.ga,# of referencing malware binaries: 3,https://sslbl.abuse.ch/intel/c3119e049e972072675bcc408c496633a60f305d,Dridex C&C,"Blacklisted (Reason: Dridex C&C, Listing date: 2015-12-11 15:15:26)",043486517f4da706ebe8151e4198ab8c,2015-12-16 12:17:09,c3119e049e972072675bcc408c496633a60f305d,"C=LU, O=Wibls Beredum NL, CN=thesiofrgf.ga",443,"C=LU, O=Wibls Beredum NL, CN=thesiofrgf.ga",thesiofrgf.ga,TLSv1,44,c3119e049e972072675bcc408c496633a60f305d
